BUDGET FISCAL YEAR,DEPARTMENT NAME,FUND NAME,ACCOUNT NAME,ADOPTED BUDGET AMOUNT,TOTAL EXPENDITURES,BUDGET CHANGE AMOUNT,BUDGET TRANSFER IN AMOUNT,BUDGET TRANSFER OUT AMOUNT,TOTAL BUDGET,ENCUMBRANCE AMOUNT,PRE-ENCUMBRANCE AMOUNT,BUDGET UNCOMMITTED AMOUNT,ACCOUNT GROUP NAME,FUND,ACCOUNT
2022,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,BUREAU OF STREET SERVICES,2121456.00,1962064.79,0.00,0.00,0.00,2121456.00,0.00,0.00,159391.21,,385,94V186
2022,TRANSPORTATION,COASTAL TRANSP CORRIDOR TRUST,GENERAL SERVICES,0.00,789.44,789.44,0.00,0.00,789.44,0.00,0.00,0.00,,447,94140V
2015,TRANSPORTATION,SPECIAL PARKING REVENUE,TRAVEL & TRAINING,15000.00,16721.34,1721.34,0.00,0.00,16721.34,0.00,0.00,0.00,,363,94L214
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,CENTRAL AREA DIAL-A-RIDE AREA2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,540,94K244
2014,TRANSPORTATION,TRANSPORTATION GRANTS FUND,PW-STREET LIGHTING,0.00,317498.03,317498.03,0.00,0.00,317498.03,0.00,0.00,0.00,,655,94K184
2015,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,MEMBERSHIPS & SUBSCRIPTIONS,35000.00,20844.00,-14156.00,0.00,0.00,20844.00,0.00,0.00,0.00,,385,94L223
2014,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,DOWNTOWN LA STREETCAR-AB 1290,0.00,0.00,458874.00,0.00,0.00,458874.00,0.00,0.00,458874.00,,51Q,94K690
2014,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,CONTRACTUAL SERVICES,0.00,38782.68,38782.68,0.00,0.00,38782.68,0.00,0.00,0.00,,596,946304
2017,TRANSPORTATION,TRANSPORTATION GRANTS FUND,ATP2 - BROADWAY HIST THEAT DIST PED IMPR 4TH-6TH ST,0.00,868059.79,6862000.00,0.00,0.00,6862000.00,138541.95,5631010.00,362930.21,,655,94NT76
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,BUS FACILITY PURCHASE PROGRAM,15000000.00,15000000.00,0.00,0.00,0.00,15000000.00,15000000.00,0.00,0.00,SPECIAL,385,94R446
2014,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING LOT FILTRATION INSTALLATION,1000000.00,0.00,-1000000.00,0.00,0.00,0.00,0.00,0.00,0.00,,363,94K930
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,SMART TECHNOLOGY FOR DASH AND COMMUTER EXPRESS BUSES,135000.00,135000.00,0.00,0.00,0.00,135000.00,0.00,0.00,0.00,SPECIAL,385,94RA03
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,DEBT SERVICE ADMINISTRATION,0.00,4050.00,4050.00,0.00,0.00,4050.00,0.00,0.00,0.00,,51Q,94J683
2020,TRANSPORTATION,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,REIMBURSEMENT OF GENERAL FUND COSTS,310551.00,0.00,-310551.00,0.00,0.00,0.00,0.00,0.00,0.00,,57P,94S299
2018,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,CAZADOR STREET (3825) BULKHEAD - LOVELAND/BRILLIANT,689000.00,219555.75,-469444.25,0.00,0.00,219555.75,0.00,0.00,0.00,,59C,94PV13
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,CONTRACTUAL SERVICES-SUPPORT,25000.00,63.08,-24936.92,0.00,0.00,63.08,0.00,0.00,-0.00,SPECIAL,540,94T638
2016,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,CITYRIDE FLEET REPLACEMENT,4100000.00,1334998.40,-2765001.60,0.00,0.00,1334998.40,0.00,0.00,0.00,SPECIAL,385,94M297
2022,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,INFORMATION TECHNOLOGY AGENCY,0.00,14968.96,14968.96,0.00,0.00,14968.96,0.00,0.00,0.00,,51Q,94V132
2022,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION GRANT MATCHING FUNDS,500000.00,0.00,0.00,0.00,0.00,500000.00,0.00,0.00,500000.00,SPECIAL,385,94VA17
2018,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,POLICE,0.00,1469422.83,1469422.83,0.00,0.00,1469422.83,0.00,0.00,0.00,,385,94P170
2020,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BUREAU OF STREET LIGHTING,3200471.00,3091172.00,-109299.00,0.00,0.00,3091172.00,0.00,0.00,0.00,,540,94S184
2014,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION,4382017.00,3889954.75,-492062.25,0.00,0.00,3889954.75,0.00,0.00,0.00,,385,94K194
2017,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,REIMBURSEMENT OF GENERAL FUND COSTS,1769337.00,1059097.06,-710239.94,0.00,0.00,1059097.06,0.00,0.00,0.00,SPECIAL,528,94299N
2017,TRANSPORTATION,LOCAL TRANSPORTATION,PROJECT TECH SUPPORT,59803.00,59031.79,-771.21,0.00,0.00,59031.79,0.00,0.00,0.00,SPECIAL,207,94N996
2015,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,53130.00,49792.03,0.00,0.00,0.00,53130.00,0.00,0.00,3337.97,EXPENSES,100,006020
2015,TRANSPORTATION,SPECIAL PARKING REVENUE,BOND ADMINISTRATION,5000.00,0.00,-5000.00,0.00,0.00,0.00,0.00,0.00,0.00,,363,94L268
2019,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,ATP 4 SRTS PROJECT EXPEDITING,0.00,0.00,852625.00,0.00,0.00,852625.00,0.00,0.00,852625.00,,59C,94RV52
2012,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT STORE,580000.00,421245.95,-158754.05,0.00,0.00,421245.95,0.00,0.00,0.00,,385,94H420
2016,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PW-STREET LIGHTING,1670072.00,1643485.63,-26586.37,0.00,0.00,1643485.63,0.00,0.00,0.00,,540,94M184
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,ENGINEERING,250000.00,250000.00,0.00,0.00,0.00,250000.00,0.00,0.00,0.00,,51Q,94J178
2015,TRANSPORTATION,DEPT TRANSPORTATION TRUST,TRANSPORTATION,0.00,2629238.28,2629238.28,0.00,0.00,2629238.28,0.00,0.00,0.00,,840,94L194
2018,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,RESERVE FOR FUTURE TRANSIT SERVICE,57180385.00,0.00,-57180385.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,385,94P399
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,INFORMATION TECHNOLOGY AGENCY,0.00,81330.00,81330.00,0.00,0.00,81330.00,0.00,0.00,0.00,,655,94T132
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,NORTH ATWATER MULTIMODAL BRIGE OVER LOS ANGELES RIVER,2773253.00,0.00,0.00,0.00,0.00,2773253.00,0.00,0.00,2773253.00,,59C,94YV42
2019,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,SINGLE AUDIT CONTRACT,15000.00,12742.00,-2258.00,0.00,0.00,12742.00,0.00,0.00,0.00,SPECIAL,528,94264R
2018,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,585625.00,709425.85,0.00,202900.00,1307.00,787218.00,0.00,0.00,77792.15,EXPENSES,100,006010
2015,TRANSPORTATION,LOCAL TRANSPORTATION,BICYCLE CYCLE TRACK,0.00,296833.04,296833.04,0.00,0.00,296833.04,0.00,0.00,0.00,,207,94L665
2022,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,MAYOR,141363.00,141363.00,0.00,0.00,0.00,141363.00,0.00,0.00,0.00,,540,94V146
2017,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,COMMUTER EXPRESS - FLEET REPLACEMENT,3750000.00,3749540.00,1666676.00,0.00,0.00,5416676.00,0.00,0.00,1667136.00,SPECIAL,385,94N295
2021,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,REIMBURSEMENT OF GENERAL FUND COSTS,316422.00,149222.02,-167199.98,0.00,0.00,149222.02,0.00,0.00,0.00,,573,94T299
2014,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,CITY PLANNING AND DEVELOPMENT,54026.00,0.00,-54026.00,0.00,0.00,0.00,0.00,0.00,0.00,,681,94K168
2021,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,ATSAC SYSTEMS MAINTENANCE,3000000.00,410364.63,-2550000.00,0.00,0.00,450000.00,0.00,0.00,39635.37,SPECIAL,51Q,94T634
2022,TRANSPORTATION,SPECIAL PARKING REVENUE,TRANSPORTATION,394600.00,254366.82,-140233.18,0.00,0.00,254366.82,0.00,0.00,0.00,,363,94V194
2017,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,PAVEMENT PRESERVATION OVERTIME,700000.00,0.00,-700000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,51Q,94NC01
2019,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,MEDIAN ISLAND MAINTENANCE,1800000.00,0.00,-1800000.00,0.00,0.00,0.00,0.00,0.00,0.00,SPECIAL,51Q,94R676
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,ENGINEERING SPECIAL SERVICES,61000.00,0.00,0.00,0.00,0.00,61000.00,0.00,0.00,61000.00,SPECIAL,59C,94Y682
2023,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,RAIL TO RAIL (R2R) PROJECT,5276000.00,5276000.00,0.00,0.00,0.00,5276000.00,0.00,0.00,0.00,,59C,94WV70
2013,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,REIMBURSEMENT OF GENERAL FUND COSTS,31445.00,0.00,-31445.00,0.00,0.00,0.00,0.00,0.00,0.00,,681,94J299
2014,TRANSPORTATION,SPECIAL PARKING REVENUE,TRANSPORTATION,341546.00,433212.47,91666.47,0.00,0.00,433212.47,0.00,0.00,0.00,,363,94K194
2013,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION GRANT FUND-MATCHING FUNDS,500000.00,0.00,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,,385,94J655
2017,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,GENERAL SERVICES,1557068.00,1768696.94,211628.94,0.00,0.00,1768696.94,0.00,0.00,0.00,,51Q,94N140
2012,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,COMMUTER EXPRESS BUS STOP MAINTENANCE,85000.00,0.00,-85000.00,0.00,0.00,0.00,0.00,0.00,0.00,,385,94H317
2020,TRANSPORTATION,ATSAC TRUST,INFORMATION TECHNOLOGY AGENCY,14000.00,14000.00,0.00,0.00,0.00,14000.00,0.00,0.00,0.00,,484,94S132
2017,TRANSPORTATION,LOCAL TRANSPORTATION,PROTECT BIKELANES/CYCLE TRACKS,500000.00,303426.46,-196573.54,0.00,0.00,303426.46,0.00,0.00,0.00,,207,94ND01
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,WESTWOOD/EXPOSITION STATION AREA,400000.00,0.00,-400000.00,0.00,0.00,0.00,0.00,0.00,0.00,,51Q,94J680
2021,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,UNAPPROPRIATED BALANCE,0.00,0.00,918671.00,0.00,0.00,918671.00,0.00,0.00,918671.00,,540,94T158
2021,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING METER AND OFF-STREET PARKING ADMINISTRATION,6109262.00,4703729.43,-1405532.57,0.00,0.00,4703729.43,0.00,0.00,0.00,SPECIAL,363,94T060
2021,TRANSPORTATION,TRANSPORTATION GRANTS FUND,GENERAL SERVICES,0.00,5755.47,5755.47,0.00,0.00,5755.47,0.00,0.00,-0.00,,655,94T140
2017,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,REIMBURSEMENT FOR MTA BUS PASS SALES,1800000.00,1549802.10,-250197.90,0.00,0.00,1549802.10,0.00,0.00,0.00,SPECIAL,385,94N419
2015,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TECHNOLOGY AND COMMUNICATIONS EQUIPMENT,105000.00,55719.19,-49280.81,0.00,0.00,55719.19,0.00,0.00,0.00,,385,94L406
2018,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,REIMBURSEMENT FOR MTA BUS PASS SALES,1296847.00,1296847.00,0.00,0.00,0.00,1296847.00,0.00,0.00,0.00,SPECIAL,385,94P419
2018,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,CASTELLAMMARE DRIVE (17434),771000.00,480955.99,-290044.01,0.00,0.00,480955.99,0.00,0.00,0.00,,59C,94PV14
2024,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,PROJECT MATCH FUNDS,30000.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,30000.00,SPECIAL,385,94YA32
2013,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,BUS INSPECTION AND MAINTAINACNE FACILITY,5300000.00,1722143.78,-3577856.22,0.00,0.00,1722143.78,0.00,0.00,0.00,,385,94J315
2023,TRANSPORTATION,DEPT TRANSPORTATION TRUST,HAWK BEACON AT THE INTERSECTION OF OXNARD ST & CLEON AVE,0.00,0.00,142000.00,0.00,0.00,142000.00,0.00,0.00,142000.00,,840,94WE39
2023,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PAINT AND SIGN MAINTENANCE,100000.00,98346.97,0.00,0.00,0.00,100000.00,2787.69,0.00,1653.03,SPECIAL,540,94W478
2022,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,4560.00,0.00,0.00,0.00,0.00,4560.00,0.00,0.00,4560.00,EXPENSES,100,003030
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,SENIOR/YOUTH TRANSPORTATION PR,850000.00,886700.56,36700.56,0.00,0.00,886700.56,12736.25,0.00,0.00,,385,94R226
2018,TRANSPORTATION,LOCAL TRANSPORTATION,EXPO BIKE PATH PHASE II NORTHVALE SEGMENT,1260000.00,0.00,0.00,0.00,0.00,1260000.00,0.00,0.00,1260000.00,SPECIAL,207,94P801
2015,TRANSPORTATION,TRANSPORTATION GRANTS FUND,EXPO LINE PDSTRN IMPRVMNTS. CRNSHW TO CITY LIMIT,0.00,125720.09,913295.53,0.00,0.00,913295.53,0.00,0.00,787575.44,,655,94LT37
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,CITYRIDE SCRIP,1500000.00,687285.77,-812384.53,0.00,0.00,687615.47,66834.45,0.00,329.70,SPECIAL,385,94R422
2016,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),UTILITIES EXPENSE PRIVATE COMPANY,95000.00,67645.70,0.00,0.00,0.00,95000.00,-0.00,0.00,27354.30,EXPENSES,100,003330
2023,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,ENGINEERING SPECIAL SERVICES,0.00,49886.92,49886.92,0.00,0.00,49886.92,0.00,0.00,0.00,SPECIAL,540,94W682
2023,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,TRANSIT OPERATIONS - ARPA,0.00,0.00,31490569.00,0.00,0.00,31490569.00,0.00,0.00,31490569.00,,385,94WA35
2023,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,CRESCENT DRIVE (8904) STORM RESPONSE,0.00,365121.66,629000.00,0.00,0.00,629000.00,166987.28,0.00,263878.34,,59C,94WV77
2018,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,BOE CONTRACTUAL SERVICES - SR/VZ PROJECTS,0.00,4423616.00,4423616.00,0.00,0.00,4423616.00,0.00,0.00,0.00,,59C,94PV28
2016,TRANSPORTATION,PERMIT PARKING PROG REV FD,"MAINTENANCE, MATERIALS AND SUPPLIES",0.00,147197.83,2493002.00,0.00,0.00,2493002.00,0.00,0.00,2345804.17,,49C,94MB01
2012,TRANSPORTATION,SPECIAL PARKING REVENUE,STREET MAINTENANCE,0.00,165129.56,165129.56,0.00,0.00,165129.56,0.00,0.00,0.00,,363,94H186
2015,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,BICYCLE PLAN/PROGRAM-OTHER,1411000.00,890866.97,-519301.77,0.00,0.00,891698.23,1.00,0.00,831.26,,51Q,94L482
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,MAYOR,157000.00,157000.00,0.00,0.00,0.00,157000.00,0.00,0.00,0.00,,540,94K146
2014,TRANSPORTATION,LOCAL TRANSPORTATION,TRANSPORTATION,0.00,664140.23,664140.23,0.00,0.00,664140.23,0.00,0.00,0.00,,207,94K194
2021,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,555625.00,647241.38,0.00,250000.00,82279.25,723345.75,7280.35,0.00,76104.37,EXPENSES,100,006010
2016,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,TRANSPORTATION,5200597.00,2636105.07,-2564491.93,0.00,0.00,2636105.07,0.00,0.00,0.00,,51Q,94M194
2019,TRANSPORTATION,TRANSPORTATION GRANTS FUND,GENERAL SERVICES,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,655,94R140
2020,TRANSPORTATION,SPECIAL PARKING REVENUE,CONTRACTUAL SERVICES,23000000.00,20488890.18,-2511109.82,0.00,0.00,20488890.18,638777.05,0.00,0.00,SPECIAL,363,94S050
2016,TRANSPORTATION,MOBILE SOURCE AIR POLLUT REDUC,"ALTERNATE FUEL FLEET VEHICLES, TRUCKS, AND INFRASTRUCTURE",711784.00,711784.00,0.00,0.00,0.00,711784.00,0.00,0.00,0.00,SPECIAL,528,94261M
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,GUARDRAIL CONTRUCTION,154800.00,0.00,-154800.00,0.00,0.00,0.00,0.00,0.00,0.00,,51Q,94J641
2014,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,OPERATING EXPENSE,0.00,12249.99,12249.99,0.00,0.00,12249.99,0.00,0.00,-0.00,,596,946602
2015,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,SENIOR CITYRIDE PROGRAM,3708000.00,3356231.00,-351769.00,0.00,0.00,3356231.00,0.00,0.00,0.00,,385,94L599
2021,TRANSPORTATION,LOCAL TRANSPORTATION,BIKEWAYS PROGRAM,1126779.00,237851.10,-373586.00,0.00,0.00,753193.00,27759.39,0.00,515341.90,SPECIAL,207,94TD02
2018,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,STREET RECONSTRUCTION - 15% VZ-M,15113243.00,344653.06,-14768589.94,0.00,0.00,344653.06,0.00,0.00,0.00,,59C,94PV03
2016,TRANSPORTATION,WARNER CTR TRANS IMPROVE TRUST,PLANNING,0.00,49900.00,49900.00,0.00,0.00,49900.00,0.00,0.00,0.00,,573,94M168
2017,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,585625.00,679391.63,0.00,243146.89,68512.96,760258.93,-0.00,0.00,80867.30,EXPENSES,100,006010
2018,TRANSPORTATION,COASTAL TRANSP CORRIDOR TRUST,TRANSPORTATION,473293.00,354462.98,-118830.02,0.00,0.00,354462.98,0.00,0.00,0.00,,447,94194P
2021,TRANSPORTATION,ATSAC TRUST,INFORMATION TECHNOLOGY AGENCY,14000.00,0.00,-14000.00,0.00,0.00,0.00,0.00,0.00,0.00,,484,94T132
2019,TRANSPORTATION,LOCAL TRANSPORTATION,GENERAL SERVICES,0.00,191854.18,191854.18,0.00,0.00,191854.18,0.00,0.00,0.00,,207,94R140
2019,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,REIMBURSEMENT FOR MTA BUS PASS SALES,1400000.00,1398032.69,-1967.31,0.00,0.00,1398032.69,0.00,0.00,0.00,SPECIAL,385,94R419
2012,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,ANNUAL SIGN REPLACEMENT PROGRAM,500000.00,0.00,-500000.00,0.00,0.00,0.00,0.00,0.00,0.00,,51Q,94H211
2022,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,COUNCIL,80136.00,78426.25,-1709.75,0.00,0.00,78426.25,0.00,0.00,0.00,,385,94V128
2017,TRANSPORTATION,TRANSPORTATION GRANTS FUND,FOOTHILL BLVD AND SIERRA HWY INTERSECTION IMPROVEMENTS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,655,94NT77
2019,TRANSPORTATION,PERMIT PARKING PROG REV FD,TRANSPORTATION,2135400.00,1477483.33,-100000.00,0.00,0.00,2035400.00,0.00,0.00,557916.67,,49C,94R194
2024,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,OFFICE SUPPLIES,25000.00,0.00,0.00,0.00,0.00,25000.00,0.00,0.00,25000.00,SPECIAL,59C,94Y415
2015,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,BICYCLE PATH MAINTENANCE,700000.00,0.00,-700000.00,0.00,0.00,0.00,0.00,0.00,0.00,,540,94L992
2020,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,ECO RAPID TRANSIT JPA,50000.00,0.00,0.00,0.00,0.00,50000.00,0.00,0.00,50000.00,SPECIAL,385,94SA16
2016,TRANSPORTATION,SPECIAL PARKING REVENUE,PARKING METER AND OFF-STREET PARKING ADMINISTRATION,5211228.00,4165780.94,-1045447.06,0.00,0.00,4165780.94,0.00,0.00,0.00,SPECIAL,363,94M060
2018,TRANSPORTATION,TRANSP REGULATION &ENFORCEMENT,POLICE,635000.00,583168.74,-51831.26,0.00,0.00,583168.74,0.00,0.00,0.00,,596,94P170
2017,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION EQUIPMENT,350000.00,520592.31,342000.00,120000.00,0.00,812000.00,-0.00,0.00,291407.69,EQUIPMENT,100,007340
2017,TRANSPORTATION,WEST LA TRANSP IMPROV & MITIGA,COUNCIL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,681,94N128
2016,TRANSPORTATION,PERMIT PARKING PROG REV FD,CONTRACTUAL SERVICES,0.00,315894.89,550000.00,0.00,0.00,550000.00,33305.99,0.00,234105.11,SPECIAL,49C,94M050
2018,TRANSPORTATION,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,TRANSPORTATION,343655.00,72358.57,-271296.43,0.00,0.00,72358.57,0.00,0.00,0.00,,57P,94P194
2017,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,SIXTH STREET VIADUCT PROJECT,0.00,651996.00,651996.00,0.00,0.00,651996.00,31644.17,0.00,0.00,,540,94NC02
2012,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,DOT-RELATED COSTS,8275688.00,4619113.74,-3656574.26,0.00,0.00,4619113.74,0.00,0.00,0.00,,385,94H299
2015,TRANSPORTATION,TRANSPORTATION GRANTS FUND,"SR2S CYCLE 10-FRK DEL OLMO ES, VGIL MS & YG OK KIM ACDMY",0.00,72000.00,363440.00,0.00,0.00,363440.00,47487.72,0.00,291440.00,,655,94LT03
2013,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PUBLIC WORKS - BOARD,129854.00,114642.58,-15211.42,0.00,0.00,114642.58,0.00,0.00,0.00,,540,94J174
2021,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,UNAPPROPRIATED BALANCE,0.00,0.00,1454658.00,0.00,0.00,1454658.00,0.00,0.00,1454658.00,,59C,94T158
2012,TRANSPORTATION,LOCAL TRANSPORTATION,BIKEWAYS PROGRAM,0.00,254110.36,254110.36,0.00,0.00,254110.36,0.00,0.00,0.00,,207,94H662
2014,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,PW-CONTRACT ADMINISTRATION,2563604.00,2450520.41,-113083.59,0.00,0.00,2450520.41,0.00,0.00,0.00,,540,94K176
2013,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT,COUNCIL,89000.00,89000.00,0.00,0.00,0.00,89000.00,0.00,0.00,0.00,,385,94J128
2023,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,CITY ADMINISTRATIVE OFFICER,80276.00,80276.00,0.00,0.00,0.00,80276.00,0.00,0.00,0.00,,540,94W110
2019,TRANSPORTATION,MEASURE M LOCAL RETURN SPECIAL FUND,WESTERN AVE EXPO LINE STATION LINKAGE PROJECT (SOUTH),751900.00,0.00,-751900.00,0.00,0.00,0.00,0.00,0.00,0.00,,59C,94RV44
2020,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,BUREAU OF STREET LIGHTING,516545.00,497362.00,-19183.00,0.00,0.00,497362.00,0.00,0.00,0.00,,51Q,94S184
2021,TRANSPORTATION,DEPT TRANSPORTATION TRUST,SPEED READER - SILVER LAKE BOULEVARD,0.00,25786.92,25816.00,0.00,0.00,25816.00,0.00,0.00,29.08,,840,94TE10
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,BICYCLE PLAN/PROGRAM,1750000.00,1410630.18,-339369.82,0.00,0.00,1410630.18,0.00,0.00,0.00,,51Q,94J306
2015,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,10560104.00,6815992.76,0.00,70000.00,1686000.00,8944104.00,0.00,0.00,2128111.24,SALARIES AND BENEFITS,100,001070
2015,TRANSPORTATION,TRANSPORTATION GRANTS FUND,SR2S CYCLE 10-BELLINGHAM PC,0.00,0.00,100000.00,0.00,0.00,100000.00,0.00,0.00,100000.00,,655,94LT08
2014,TRANSPORTATION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,325685.00,23355.19,0.00,0.00,278702.00,46983.00,-0.00,0.00,23627.81,EXPENSES,100,002120
2024,TRANSPORTATION,SPECIAL PARKING REVENUE,"REPLACEMENT PARTS, TOOLS AND EQUIPMENT",1400000.00,0.00,0.00,0.00,0.00,1400000.00,0.00,0.00,1400000.00,SPECIAL,363,94Y070
2013,TRANSPORTATION,MEASURE R LOCAL RETURN FUND,3RD STREET TUNNEL VENTILATION FAN REPLACEMENT,240000.00,0.00,-240000.00,0.00,0.00,0.00,0.00,0.00,0.00,,51Q,94J644
2019,TRANSPORTATION,SPECIAL PARKING REVENUE,POLICE,0.00,118706.02,118706.02,0.00,0.00,118706.02,0.00,0.00,0.00,,363,94R170
2019,TRANSPORTATION,TRANSPORTATION GRANTS FUND,GRANT REIMBURSEMENT TO PROP C FUND,0.00,6587103.00,6587103.00,0.00,0.00,6587103.00,0.00,0.00,0.00,,655,94R999
2019,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,TECHNOLOGY AND COMMUNICATIONS EQUIPMENT,110000.00,109984.81,0.00,0.00,0.00,110000.00,0.00,0.00,15.19,SPECIAL,540,94R990
2013,TRANSPORTATION,PROPOSITION C ANTIGRIDLOCK IMP,TRAVEL & TRAINING,28000.00,19678.71,-8321.29,0.00,0.00,19678.71,0.00,0.00,0.00,,540,94J214
2020,TRANSPORTATION,TRANSPORTATION GRANTS FUND,NORTHEAST VALLEY TRAFFIC AND MOBILITY IMPROVEMENTS,0.00,2910440.00,3900000.00,0.00,0.00,3900000.00,2210970.06,299544.00,690016.00,,655,94ST1P
