FISCAL YEAR,FISCAL MONTH NAME,DEPARTMENT NAME,REVENUE SOURCE NAME,REVENUE COLLECTED,FUND NAME,REVENUE SOURCE CLASS NAME,REVENUE SOURCE CATEGORY NAME,REVENUE SOURCE CATEGORY,FISCAL MONTH,FISCAL PERIOD,FUND,DEPARTMENT,REVENUE SOURCE CLASS,REVENUE SOURCE
2018,SEPTEMBER,TRANSPORTATION,PROPOSITION R LOCAL RETURN,4619935.09,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,3,201803,51Q,94,313,3133
2022,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,1940.66,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202209,207,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,STREET NAME SIGNS,7031.11,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,428,4294
2018,SEPTEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,418980.71,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,3,201803,447,94,317,3178
2022,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,49.16,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202209,912,94,490,4903
2022,MARCH,TRANSPORTATION,RELATED COST REIMB-OTHERS,685297.47,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,9,202209,655,94,530,5361
2018,SEPTEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,6000.00,DEPT TRANSPORTATION TRUST,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,3,201803,840,94,516,5188
2018,SEPTEMBER,TRANSPORTATION,PREFERENTIAL PARKING,237860.28,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,3,201803,49C,94,324,3257
2018,SEPTEMBER,TRANSPORTATION,VALET PARKING REVENUE,12085.00,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,3,201803,363,94,449,4496
2018,SEPTEMBER,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,7581177.75,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,3,201803,385,94,313,3131
2018,SEPTEMBER,TRANSPORTATION,PENALTY-TAXICAB OPERATOR,2700.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,3,201803,596,94,483,4833
2018,SEPTEMBER,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,235.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,3,201803,100,94,328,3293
2018,SEPTEMBER,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,6290113.45,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,3,201803,540,94,313,3132
2018,SEPTEMBER,TRANSPORTATION,PROPOSITION 1B-LOCAL ROAD & ST,21250.00,TRANSPORTATION GRANTS FUND,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,3,201803,655,94,336,3372
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,5986.18,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,523,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,633.86,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,50Y,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,RELATED COST REIMB-OTHERS,440262.18,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,3,201803,655,94,530,5361
2018,SEPTEMBER,TRANSPORTATION,PARKING FACILITIES REVENUE,746615.85,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,3,201803,363,94,449,4495
2022,MARCH,TRANSPORTATION,SALVAGE RECEIPTS,2341.20,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,9,202209,100,94,514,5142
2022,MARCH,TRANSPORTATION,INTEREST INCOME-OTHER,12217.03,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,9,202209,573,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,63819.20,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,432,4357
2018,SEPTEMBER,TRANSPORTATION,INTERFD OPER TRANS-MEASURE R LOCAL RET,474855.66,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,3,201803,100,94,561,5659
2018,SEPTEMBER,TRANSPORTATION,BAD CHECK COLLECTION FEES,855.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,432,4332
2018,SEPTEMBER,TRANSPORTATION,MAINTENANCE AGREEMENT,76005.65,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,3,201803,100,94,428,4290
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,78201.25,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,655,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,77580.00,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,3,201803,596,94,328,3292
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,272030.63,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,385,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,1242924.23,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,3,201803,540,94,530,5311
2022,MARCH,TRANSPORTATION,ADDL INTERFUND TRANS - GENERAL FD,225000.00,DEPT TRANSPORTATION TRUST,ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,9,202209,840,94,569,5691
2018,SEPTEMBER,TRANSPORTATION,B PERMITS,88215.12,GENERAL FUND (GENERAL BUDGET),STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,3,201803,100,94,324,3242
2018,SEPTEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,-2227.51,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,3,201803,385,94,516,5188
2018,SEPTEMBER,TRANSPORTATION,OVERNIGHT PARKING,10741.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,3,201803,49C,94,324,3258
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,64045.35,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,363,94,490,4903
2018,SEPTEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,72.42,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,3,201803,49M,94,490,4903
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,7572.52,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,447,94,490,4903
2018,OCTOBER,TRANSPORTATION,REIMB FROM OTHER FUNDS,283886.65,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,100,94,530,5301
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,430.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,4,201804,573,94,317,3178
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,1709.18,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,207,94,490,4903
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,6374.57,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,49C,94,490,4903
2018,OCTOBER,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,136147.61,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,428,4293
2018,OCTOBER,TRANSPORTATION,VALET PARKING REVENUE,18455.50,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,4,201804,363,94,449,4496
2018,OCTOBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,774761.82,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,4,201804,385,94,381,3811
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,17.49,DEPARTMENT OF TRANSPORTATION EXPEDITED FEE TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,57P,94,490,4903
2018,OCTOBER,TRANSPORTATION,EXPEDITED PERMIT FEE,28422.11,TRANSPORTATION REVIEW FEE FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,4,201804,50Y,94,465,4673
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,1336.06,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,47H,94,490,4903
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,283.21,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,50Y,94,490,4903
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS DEPOSITS,3017.08,LOCAL TRANSPORTATION,OTHER FINANCING SOURCES,OTHER FINANCING SOURCES,56,4,201804,207,94,574,5742
2018,OCTOBER,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,1109234.20,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,4,201804,363,94,449,4491
2018,OCTOBER,TRANSPORTATION,B PERMITS,156985.62,GENERAL FUND (GENERAL BUDGET),STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,4,201804,100,94,324,3242
2018,OCTOBER,TRANSPORTATION,PARKING FACILITIES REVENUE,724783.51,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,4,201804,363,94,449,4495
2018,OCTOBER,TRANSPORTATION,SPECIAL EVENTS,179114.49,DEPT TRANSPORTATION TRUST,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,4,201804,840,94,465,4658
2018,OCTOBER,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,50874.60,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,201804,596,94,328,3292
2018,OCTOBER,TRANSPORTATION,DRIVER PERMIT,74145.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,201804,100,94,328,3289
2018,OCTOBER,TRANSPORTATION,OTHER FEDERAL GRANTS,387725.63,TRANSPORTATION GRANTS FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,4,201804,655,94,368,3684
2018,OCTOBER,TRANSPORTATION,SPECIAL PARKING REVENUE,5163023.03,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,4,201804,363,94,449,4494
2018,OCTOBER,TRANSPORTATION,VEHICLE APPLICATION,69171.55,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,201804,100,94,328,3287
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,16.19,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,912,94,490,4903
2018,OCTOBER,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,4132922.33,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,4,201804,540,94,313,3132
2018,OCTOBER,TRANSPORTATION,FRANCHISE INCOME-RAILWAYS,5.00,GENERAL FUND (GENERAL BUDGET),FRANCHISES INCOME,TAXES,30,4,201804,100,94,306,3064
2018,OCTOBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,13604.66,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,100,94,530,5311
2018,OCTOBER,TRANSPORTATION,OVERNIGHT PARKING,11090.75,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,4,201804,49C,94,324,3258
2018,OCTOBER,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,1279.79,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,201804,100,94,328,3293
2018,OCTOBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,113566.01,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,4,201804,655,94,381,3811
2018,OCTOBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,71027.26,MEASURE R LOCAL RETURN FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,4,201804,51Q,94,381,3811
2018,OCTOBER,TRANSPORTATION,COUNTY GRANTS - OTHERS,308070.89,TRANSPORTATION GRANTS FUND,COUNTY GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-CNTY,35,4,201804,655,94,351,3513
2018,OCTOBER,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,4982621.42,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,4,201804,385,94,313,3131
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,21546.29,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,51Q,94,490,4903
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,2532.79,MOBILE SOURCE AIR POLLUT REDUC,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,528,94,490,4903
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,11258.91,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,4,201804,447,94,317,3178
2023,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,607094.69,MEASURE M LOCAL RETURN SPECIAL FUND,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,202302,59C,94,381,3811
2018,OCTOBER,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",330.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,4,201804,596,94,483,4832
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,3032.99,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,484,94,490,4903
2018,OCTOBER,TRANSPORTATION,IMPOUND FEE,874.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,465,4662
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,4305.00,SPECIAL PARKING REVENUE,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,4,201804,363,94,516,5188
2018,OCTOBER,TRANSPORTATION,INTERFD OPER TRANS-SP GAS TAX,355428.25,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,4,201804,100,94,561,5627
2018,OCTOBER,TRANSPORTATION,INTERFD OPER TRANS-PROP C,3113836.83,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,4,201804,100,94,561,5638
2018,OCTOBER,TRANSPORTATION,CREDIT CARD SERVICE CHARGE,66746.40,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,432,4357
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,113356.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,4,201804,681,94,317,3178
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,2592.09,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,523,94,490,4903
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,58700.46,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,4,201804,523,94,317,3178
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,5424.07,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,573,94,490,4903
2018,OCTOBER,TRANSPORTATION,WARNING SIGNS,6499.49,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,428,4292
2018,OCTOBER,TRANSPORTATION,MAINTENANCE AGREEMENT,4945.28,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,428,4290
2018,OCTOBER,TRANSPORTATION,INTERFD OPER TRANS-MEASURE R LOCAL RET,474855.66,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,4,201804,100,94,561,5659
2018,OCTOBER,TRANSPORTATION,LEASES & RENTALS-OTHER,51737.48,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,4,201804,363,94,493,4934
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,842.31,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,522,94,490,4903
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,400.00,COLORADO BLVD SPECIFIC PLAN CO,ASSESSMENTS,ASSESSMENTS,31,4,201804,49M,94,317,3178
2018,OCTOBER,TRANSPORTATION,FORFEITURES & PENALTIES,60.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,4,201804,596,94,483,4831
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,335.20,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,596,94,490,4903
2018,OCTOBER,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,7874.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,100,94,530,5328
2018,OCTOBER,TRANSPORTATION,INTERFD OPER TRANS-TRAFFIC SAFETY,256803.93,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,4,201804,100,94,561,5628
2018,OCTOBER,TRANSPORTATION,PREFERENTIAL PARKING,305398.00,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,4,201804,49C,94,324,3257
2018,OCTOBER,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,23102.06,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,428,4289
2018,OCTOBER,TRANSPORTATION,FILMING PERMITS,224365.54,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,201804,100,94,328,3282
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,12748.94,PROPOSITION C ANTIGRIDLOCK IMP,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,540,94,490,4903
2018,OCTOBER,TRANSPORTATION,PENALTY-TAXICAB OPERATOR,1966.70,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,4,201804,596,94,483,4833
2018,OCTOBER,TRANSPORTATION,RELATED COST REIMB-OTHERS,178859.26,TRANSPORTATION GRANTS FUND,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,655,94,530,5361
2018,OCTOBER,TRANSPORTATION,STREET NAME SIGNS,6680.28,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,428,4294
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,31.67,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,49M,94,490,4903
2018,OCTOBER,TRANSPORTATION,REIMB OF RELATED COST-PR YR,331083.87,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,100,94,530,5331
2018,OCTOBER,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,134897.69,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,432,4355
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,610.76,BICYCLE PLAN TRUST FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,55C,94,490,4903
2018,OCTOBER,TRANSPORTATION,COUNTY GRANTS - OTHERS,724000.00,PROPOSITION A LOCAL TRANSIT,COUNTY GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-CNTY,35,4,201804,385,94,351,3513
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,19317.93,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,363,94,490,4903
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,274.46,TRANSP REGULATION &ENFORCEMENT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,4,201804,596,94,516,5188
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,2268.11,WEST LA TRANSP IMPROV & MITIGA,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,681,94,490,4903
2018,OCTOBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,131513.68,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,4,201804,540,94,530,5311
2018,OCTOBER,TRANSPORTATION,INTERFD OPER TRANS-SEWER CONS,9031.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,4,201804,100,94,561,5615
2018,OCTOBER,TRANSPORTATION,BAD CHECK COLLECTION FEES,123.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,432,4332
2018,OCTOBER,TRANSPORTATION,SALVAGE RECEIPTS,5532.00,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,4,201804,100,94,514,5142
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,34443.22,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,655,94,490,4903
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,31597.00,GENERAL FUND (GENERAL BUDGET),MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,4,201804,100,94,516,5188
2018,OCTOBER,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,144125.00,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,4,201804,100,94,420,4240
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,432.28,VENICE COASTAL PARKING IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,864,94,490,4903
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,325756.49,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,4,201804,385,94,465,4651
2018,OCTOBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,28464.45,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,4,201804,385,94,516,5188
2018,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,119495.60,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,201804,385,94,490,4903
2018,OCTOBER,TRANSPORTATION,PROPOSITION R LOCAL RETURN,3099650.63,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,4,201804,51Q,94,313,3133
2018,NOVEMBER,TRANSPORTATION,INTERFD OPER TRANS-SP GAS TAX,355428.25,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,5,201805,100,94,561,5627
2018,NOVEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,8580.51,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,5,201805,523,94,490,4903
2018,NOVEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,2705.55,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,5,201805,540,94,530,5311
2018,NOVEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,2689.63,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,5,201805,522,94,490,4903
2018,NOVEMBER,TRANSPORTATION,SPECIAL PARKING REVENUE,4410930.87,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,5,201805,363,94,449,4494
